,moive name,English name,star,year,length,vote num,director,scriptwriter,type,actor,Domestic,International,Worldwide,imdb str
5,沉默的羔羊 The Silence of the Lambs,The Silence of the Lambs,8.8,1991,118分钟,595524,乔纳森·戴米,托马斯·哈里斯/泰德·塔里,剧情/惊悚/犯罪,朱迪·福斯特/安东尼·霍普金斯/斯科特·格伦/安东尼·希尔德/布鲁克·史密斯/卡斯·莱蒙斯/弗兰基·费森/泰德·拉文/崔西·沃特/丹·巴特勒/达拉,"$130,742,922","$142,010,962","$272,753,884",tt0102926
6,蝴蝶效应 The Butterfly Effect,The Butterfly Effect,8.8,2004,113分钟,661397,埃里克·布雷斯/J·麦基·格鲁伯,J·麦基·格鲁伯/埃里克·布雷斯,剧情/科幻/悬疑/惊悚,阿什顿·库彻/梅洛拉·沃尔特斯/艾米·斯马特/埃尔登·汉森/威廉姆·李·斯科特/约翰·帕特里克·阿梅多利/艾琳·戈洛瓦娅/凯文·G·施密特/杰西·詹姆斯/罗根·勒曼/莎拉·威多斯/杰克·凯斯/卡梅隆·布莱特/埃里克·斯托尔兹/考乐姆·吉斯·雷尼,"$57,938,693","$38,883,728","$96,822,421",tt0289879
7,禁闭岛 Shutter Island,Shutter Island,8.8,2010,138 分钟,662648,马丁·斯科塞斯,莱塔·卡罗格里迪斯/丹尼斯·勒翰,剧情/悬疑/惊悚,莱昂纳多·迪卡普里奥/马克·鲁弗洛/本·金斯利/马克斯·冯·叙多夫/米歇尔·威廉姆斯/艾米莉·莫迪默/派翠西娅·克拉克森/杰基·厄尔·哈利/泰德·拉文/约翰·卡洛·林奇/伊莱亚斯·科泰斯/罗宾·巴特利特/克里斯托弗·邓汉/约瑟夫·斯科拉,"$128,012,934","$166,791,261","$294,804,195",tt1130884
8,春光乍泄 春光乍洩,Happy Together,8.9,1997,96分钟,446857,王家卫,王家卫,剧情/爱情/同性,张国荣/梁朝伟/张震,"$320,319",获取失败,"$320,319",tt0118845
9,心灵捕手 Good Will Hunting,Good Will Hunting,8.9,1997,126 分钟,494171,格斯·范·桑特,本·阿弗莱克/马特·达蒙,剧情,马特·达蒙/罗宾·威廉姆斯/本·阿弗莱克/斯特兰·斯卡斯加德/明妮·德里弗/卡西·阿弗莱克/科尔·豪瑟/约翰·迈顿/丹·华盛顿/艾莉森·福兰德/维克·萨海/史蒂文·科兹洛夫斯基/斯科特·威廉姆·文特斯/吉米·弗林/乔治·普林普顿/弗朗切斯科·克莱门特,"$138,433,435","$87,500,000","$225,933,435",tt0119217
10,被嫌弃的松子的一生 嫌われ松子の一生,Memories of Matsuko,8.9,2006,130 分钟,533599,中岛哲也,中岛哲也/山田宗树,剧情/歌舞,中谷美纪/永山瑛太/香川照之/市川实日子/伊势谷友介/柄本明/黑泽明日香/荒川良良/柴崎幸/土屋安娜/奥之矢佳奈/谷原章介/武田真治/片平渚/宫藤官九郎/角野卓造/田中要次/木村凯拉/谷中敦/剧团一人,获取失败,"$9,578,449","$9,578,449",tt0768120
11,布达佩斯大饭店 The Grand Budapest Hotel,The Grand Budapest Hotel,8.8,2014,99分钟,627019,韦斯·安德森,韦斯·安德森/雨果·吉尼斯/斯蒂芬·茨威格,剧情/喜剧/冒险,拉尔夫·费因斯/托尼·雷沃罗利/艾德里安·布洛迪/威廉·达福/裘德·洛/爱德华·诺顿/西尔莎·罗南/蒂尔达·斯文顿/比尔·默瑞/蕾雅·赛杜/欧文·威尔逊/詹森·舒瓦兹曼/马修·阿马立克/F·默里·亚伯拉罕/汤姆·威尔金森/杰夫·高布伦/哈威·凯特尔,"$59,301,324","$113,635,617","$172,936,941",tt2278388
12,阿凡达 Avatar,Avatar,8.7,2009,162分钟,946795,詹姆斯·卡梅隆,詹姆斯·卡梅隆,动作/科幻/冒险,萨姆·沃辛顿/佐伊·索尔达娜/西格妮·韦弗/史蒂芬·朗/米歇尔·罗德里格兹/吉奥瓦尼·瑞比西/乔·大卫·摩尔 /希·庞德/韦斯·斯塔迪/拉兹·阿隆索/迪利普·劳/马特·杰拉德/肖恩·安东尼·莫兰,"$760,507,625","$2,029,931,375","$2,790,439,000",tt0499549
13,剪刀手爱德华 Edward Scissorhands,Edward Scissorhands,8.7,1990,105分钟,801110,蒂姆·波顿,蒂姆·波顿/卡罗琳·汤普森,剧情/爱情/奇幻,约翰尼·德普/薇诺娜·瑞德/黛安·韦斯特/安东尼·迈克尔·豪尔/凯西·贝克/罗伯特·奥利维里/康查塔·费雷尔/卡罗琳·阿隆/迪克·安东尼·威廉姆斯/澳澜·琼斯/文森特·普莱斯/艾伦·阿金/苏珊·布洛马特/约翰·戴维森/Bryan Larkin/Victoria Price/Stuart Lancaster/Gina Gallagher/阿隆·鲁斯汀/阿兰·弗吉/史蒂文·布里尔/Peter Palmer/马克·麦考利/唐娜·派洛尼/Ken DeVaul/Kathy Dombo/Tabetha Thomas/尼克·卡特,"$56,362,352","$29,661,653","$86,024,005",tt0099487
14,摩登时代 Modern Times,Modern Times,9.3,1936,87分钟,196887,查理·卓别林,查理·卓别林,剧情/喜剧/爱情,查理·卓别林/宝莲·高黛/亨利·伯格曼/蒂尼·桑福德/切斯特·康克林/汉克·曼/斯坦利·布莱斯通/阿尔·欧内斯特·加西亚/理查德·亚历山大/塞西尔·雷诺兹/米拉·麦金尼/默多克·麦夸里/威尔弗雷德·卢卡斯/爱德华·勒桑/弗雷德·马拉泰斯塔/萨米·斯坦/特德·奥利弗/诺曼·安斯利/博比·巴伯/海尼·康克林/格洛丽亚·德黑文/帕特·弗莱厄蒂/弗兰克·哈格尼/帕特·哈蒙/劳埃德·英格拉哈姆/沃尔特·詹姆斯/爱德华·金博尔/杰克·洛/巴迪·梅辛杰/布鲁斯·米切尔/弗兰克·莫兰/詹姆斯·C·莫顿/路易·纳托/J·C·纽金特/拉斯·鲍威尔/约翰兰德/哈里·威尔逊,"$163,577","$294,111","$457,688",tt0027977
15,勇敢的心 Braveheart,Braveheart,8.9,1995,177 分钟,442742,梅尔·吉布森,兰道尔·华莱士,剧情/动作/传记/历史/战争,梅尔·吉布森/苏菲·玛索/布莱恩·考克斯/詹姆斯·科兹莫/辛·劳洛/凯瑟琳·麦克马克/安古斯·麦克菲登,"$75,609,945","$137,606,271","$213,216,216",tt0112573
16,天使爱美丽 Le fabuleux destin d'Amélie Poulain,Amélie,8.7,2001,122分钟,765858,让-皮埃尔·热内,纪尧姆·洛朗/让-皮埃尔·热内,喜剧/爱情,奥黛丽·塔图/马修·卡索维茨/吕菲斯/洛莱拉·克拉沃塔/塞尔日·梅兰/贾梅尔·杜布兹/克洛蒂尔德·莫勒/克莱尔·莫里耶/伊莎贝尔·南蒂/多米尼克·皮侬/阿尔蒂斯·德·彭居埃恩/友兰达·梦露/于尔班·康塞利埃/莫里斯·贝尼舒/米歇尔·罗班/安德烈·达芒/克洛德·佩隆/阿尔梅尔/迪基·奥尔加多/Kevin Fernandes/弗洛拉·吉耶/阿莫里·巴博尔/欧仁·贝蒂埃/让·达里/马克·阿米约,"$33,225,499","$140,699,243","$173,924,742",tt0211915
17,喜剧之王 喜劇之王,King of Comedy,8.7,1999,89分钟,662804,周星驰/李力持,曾瑾昌/周星驰/李敏/郑文辉/冯勉恒/梁嘉杰,剧情/喜剧/爱情,周星驰/张柏芝/莫文蔚/吴孟达/林子善/田启文/李兆基/成龙/李思捷/郑文辉,获取失败,获取失败,获取失败,tt0188766
18,致命ID Identity,Identity,8.8,2003,90分钟,557629,詹姆斯·曼高德,迈克尔·库尼,剧情/悬疑/惊悚,约翰·库萨克/雷·利奥塔/阿曼达·皮特/约翰·浩克斯/阿尔弗雷德·莫里纳/克里·杜瓦尔/约翰·C·麦金雷/威廉姆·李·斯科特/杰克·布塞/普路特·泰勒·文斯/瑞贝卡·德·莫妮/卡门·阿尔根齐亚诺/马绍尔·贝尔/莱拉·肯泽尔/马特·莱斯切尔/布莱特·罗尔/霍尔姆斯·奥斯本/弗雷德里克·科芬/Joe Hart/Michael Hirsch/泰伦斯·伯尼·海恩斯 ,"$52,159,536","$38,100,000","$90,259,536",tt0309698
19,加勒比海盗 Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,8.7,2003,143 分钟,628060,戈尔·维宾斯基,泰德·艾略特/特里·鲁西奥/斯图尔特·贝亚蒂耶/杰·沃尔伯特,动作/奇幻/冒险,约翰尼·德普/杰弗里·拉什/奥兰多·布鲁姆/凯拉·奈特莉/杰克·达文波特/乔纳森·普雷斯,"$305,413,918","$348,850,097","$654,264,015",tt0325980
20,断背山 Brokeback Mountain,Brokeback Mountain,8.8,2005,134分钟,532324,李安,拉里·麦克穆特瑞/黛安娜·奥撒纳/安妮·普鲁,剧情/爱情/同性/家庭,希斯·莱杰/杰克·吉伦哈尔/米歇尔·威廉姆斯/安妮·海瑟薇/凯特·玛拉/兰迪·奎德/琳达·卡德里尼/安娜·法瑞丝/格拉汉姆·贝克尔/斯科特·迈克尔·坎贝尔/大卫·哈伯/罗伯塔·马克斯韦尔/皮特·麦克罗比/夏恩·希尔/布鲁克琳·普劳克斯/杰克·丘奇,"$83,043,761","$95,018,998","$178,062,759",tt0388795
21,杀人回忆 살인의 추억,Memories of Murder,8.8,2003,132分钟,459747,奉俊昊,奉俊昊/金光林/沈成宝,剧情/动作/悬疑/惊悚/犯罪,宋康昊/金相庆/金雷夏/宋在浩/边熙峰/高瑞熙/柳泰浩/朴努植/朴海日/全美善/徐永嬅/崔钟律/刘承睦/申贤宗/李在应/郑仁仙/吴龙/朴真宇/朴泰京/沈成宝,"$15,357","$912,041","$927,398",tt0353969
22,狩猎 Jagten,The Hunt,9.1,2012,115分钟,248602,托马斯·温特伯格,托马斯·温特伯格/托比亚斯·林道赫姆,剧情,麦斯·米科尔森/托玛斯·博·拉森/安妮卡·韦德科普/拉丝·弗格斯托姆/苏西·沃德/安妮·路易丝·哈辛/拉斯·兰特/亚历山德拉·拉帕波特,"$613,308","$16,617,198","$17,230,506",tt2106476
23,哈利·波特与死亡圣器(下) Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,8.8,2011,130分钟,527483,大卫·叶茨,史蒂夫·克洛夫斯/J·K·罗琳,奇幻/冒险,丹尼尔·雷德克里夫/艾玛·沃森/鲁伯特·格林特/海伦娜·伯翰·卡特/拉尔夫·费因斯/艾伦·瑞克曼/玛吉·史密斯/汤姆·费尔顿/邦妮·怀特/朱丽·沃特斯/迈克尔·刚本/伊文娜·林奇/多姆纳尔·格里森/克蕾曼丝·波西/詹森·艾萨克/海伦·麦克洛瑞/马修·刘易斯/梁佩诗/约翰·赫特/大卫·休里斯/加里·奥德曼/吉姆·布劳德本特/艾玛·汤普森/娜塔丽·特纳/蒂莫西·斯波/大卫·布拉德利/罗彼·考特拉尼/凯莉·麦克唐纳/塞伦·希德,"$381,409,310","$960,523,087","$1,341,932,398",tt1201607
24,幽灵公主 もののけ姫,Princess Mononoke,8.9,1997,134分钟,390966,宫崎骏,宫崎骏,动画/奇幻/冒险,松田洋治/石田百合子/田中裕子/小林薰/西村雅彦/上条恒彦/岛本须美/渡边哲/佐藤允/名古屋章/美轮明宏/森光子/森繁久弥,"$4,845,631","$157,266,866","$162,112,497",tt0119698
0,请以你的名字呼唤我 Call Me by Your Name,Call Me by Your Name,8.9,2017,132分钟,444940,卢卡·瓜达尼诺,詹姆斯·伊沃里/安德列·艾席蒙,剧情/爱情/同性,艾米·汉莫/蒂莫西·柴勒梅德/迈克尔·斯图巴/阿蜜拉·卡萨/艾斯特·加瑞尔/维克图瓦尔·杜布瓦/旺妲·卡布里奥罗/安东尼奥·里莫尔迪/埃琳娜·布奇/马可·斯格罗索/安德列·艾席蒙/彼得·斯皮尔斯,"$18,095,701","$23,791,894","$41,887,595",tt5726616
1,阳光灿烂的日子,In the Heat of the Sun,8.8,1994,134分钟(中国大陆),449138,姜文,姜文/王朔,剧情/爱情,夏雨/宁静/陶虹/耿乐/斯琴高娃/冯小刚/刘小宁/姜文/王学圻/王朔/尚楠/方化/代少波/王海/姚二嘎/吴淑昆/左小青/韩冬/孙靖/刘斌/张维/杨彤林/王海/王福/胡贝贝/高保成/吴淑琨/张华/二勇/烈子/陈伟,获取失败,获取失败,获取失败,tt0111786
2,入殓师 おくりびと,Departures,8.8,2008,130 分钟,447469,泷田洋二郎,小山薰堂,剧情,本木雅弘/广末凉子/山崎努/吉行和子/笹野高史/余贵美子,"$1,498,210","$68,943,919","$70,442,129",tt1069238
3,重庆森林 重慶森林,Chungking Express,8.7,1994,102分钟,566890,王家卫,王家卫,剧情/爱情,林青霞/金城武/梁朝伟/王菲/周嘉玲,"$600,200","$30,312","$630,512",tt0109424
4,小森林 夏秋篇 リトル・フォレスト 夏・秋,Little Forest: Summer/Autumn,9.0,2014,111分钟,295079,森淳一,森淳一/五十岚大介,剧情,桥本爱/三浦贵大/松冈茉优/温水洋一/桐岛加恋,获取失败,获取失败,获取失败,tt3474600
5,第六感 The Sixth Sense,The Sixth Sense,8.9,1999,107分钟,386940,M·奈特·沙马兰,M·奈特·沙马兰,剧情/悬疑/惊悚,布鲁斯·威利斯/海利·乔·奥斯蒙/托妮·科莱特/奥莉维亚·威廉姆斯/唐尼·沃尔伯格/特拉沃·摩根/彼得·安东尼·唐伯蒂斯/格伦·菲茨杰拉德/米莎·巴顿/Lisa Summerour/法尔德斯·巴姆/杰弗里·泽布尼斯,"$293,506,292","$379,300,000","$672,806,292",tt0167404
6,7号房的礼物 7번방의 선물,Miracle in Cell No. 7,8.9,2013,127分钟,365641,李焕庆,李焕庆/刘英雅,剧情/喜剧/家庭,柳承龙/朴信惠/郑镇荣/金正泰/吴达洙/朴元尚/郑满植/葛素媛,获取失败,"$82,101,723","$82,101,723",tt2659414
7,消失的爱人 Gone Girl,Gone Girl,8.7,2014,149分钟,636410,大卫·芬奇,吉莉安·弗琳,剧情/悬疑/惊悚/犯罪,本·阿弗莱克/裴淳华/尼尔·帕特里克·哈里斯/凯莉·库恩/泰勒·派瑞/金·迪肯斯/米西·派勒/波伊德·霍布鲁克/艾米丽·拉塔科斯基/雪拉·渥德/派屈克·福吉特/斯科特·麦克纳里/凯西·威尔逊/李·诺里斯,"$167,767,189","$201,563,174","$369,330,363",tt2267998
8,红辣椒 パプリカ,Paprika,9.0,2006,90 分钟,273582,今敏,水上清资/今敏/筒井康隆,科幻/动画/悬疑/惊悚,林原惠美/江守彻/堀胜之祐/古谷彻/大塚明夫/山寺宏一/田中秀幸/兴梠里美/岩田光央/爱河里花子/川濑晶子/太田真一郎/福松进纱/胜杏里/宫下荣治/三户耕三/今敏/筒井康隆,"$882,267","$62,648","$944,915",tt0851578
9,小森林 冬春篇 リトル・フォレスト 冬・春,Little Forest: Winter/Spring,9.0,2015,120分钟,260350,森淳一,森淳一/五十岚大介,剧情,桥本爱/三浦贵大/松冈茉优/温水洋一/桐岛加恋,获取失败,获取失败,获取失败,tt3474602
10,爱在黎明破晓前 Before Sunrise,Before Sunrise,8.8,1995,101分钟,419131,理查德·林克莱特,理查德·林克莱特/金·克里桑,剧情/爱情,伊桑·霍克/朱莉·德尔佩/安德莉亚·埃克特/汉诺·波西尔/Karl Bruckschwaiger/Tex Rubinowitz/埃尔尼·曼戈尔德/Dominik Castell/Haymon Maria Buttinger/Harald Waiglein/汉斯·魏因加特纳/Peter Ily Huemer/Hubert Fabian Kulterer/约翰·斯洛斯/Christian Ankowitsch/亚当·戈德堡/Paul Poet,"$5,535,405","$451,303","$5,986,708",tt0112471
11,侧耳倾听 耳をすませば,Whisper of the Heart,8.9,1995,111分钟,323184,近藤喜文,宫崎骏/柊葵,剧情/爱情/动画,本名阳子/小林桂树/高山南/高桥一生/山下容莉枝/室井滋/露口茂/饭冢雅弓,"$498,156","$86,857","$585,013",tt0113824
12,一一,Yi Yi,9.0,2000,173分钟,249938,杨德昌,杨德昌,剧情/爱情/家庭,吴念真/李凯莉/金燕玲/张洋洋/萧淑慎/尾形一成/陈希圣/林孟瑾/陈以文/柯宇纶/张育邦/柯素云/唐如韫/徐淑媛/曾心怡/陶传正,"$1,136,776","$59,442","$1,196,218",tt0244316
13,玛丽和马克思 Mary and Max,Mary and Max,8.9,2009,92分钟,330043,亚当·艾略特,亚当·艾略特,剧情/喜剧/动画,托妮·科莱特/菲利普·塞默·霍夫曼/巴瑞·哈姆弗莱斯/艾瑞克·巴纳/贝塔尼·维特莫尔/蕾妮·盖耶/伊恩·莫利·梅尔德伦/朱莉·福塞斯/约翰·弗劳思/克里斯托弗·马西/卡罗琳·莎士比亚-艾伦/琳恩·史密斯/Michael Ienna,获取失败,"$1,739,445","$1,739,445",tt0978762
14,唐伯虎点秋香 唐伯虎點秋香,Flirting Scholar,8.6,1993,102 分钟,717941,李力持,李力持/谷德昭/陈文强,喜剧/爱情/古装,周星驰/巩俐/陈百祥/郑佩佩/朱咪咪/梁家仁/苑琼丹/梁荣忠/黄一山/黄霑/吴镇宇/刘家辉/蓝洁瑛/谷德昭/陈辉虹/李健仁/宣萱/温翠苹,获取失败,获取失败,获取失败,tt0108289
15,超脱 Detachment,Detachment,8.9,2011,97分钟,327862,托尼·凯耶,卡尔·隆德,剧情,艾德里安·布洛迪/马西娅·盖伊·哈登/詹姆斯·肯恩/克里斯蒂娜·亨德里克斯/刘玉玲/布莱思·丹纳/蒂姆·布雷克·尼尔森/威廉·彼德森/布莱恩·科兰斯顿/萨米·盖尔/Louis Zorich/小伊塞亚·维特洛克/David Hausen/约翰·塞纳迭姆博/西莉亚·奥/罗南·鲁宾斯坦/阿尔·卡尔德隆/布雷南·布朗/Reagan Leonard/詹姆斯·霍西/乔什·帕斯/瑞内·菲利斯·史密斯/道格·伊·道格/Patricia Rae/萨曼萨·罗根/拉尔夫·罗德里格斯,"$72,689","$1,616,021","$1,688,710",tt1683526
16,告白,Confessions,8.7,2010,106分钟,533137,中岛哲也,中岛哲也/凑佳苗,剧情/惊悚,松隆子/冈田将生/木村佳乃/西井幸人/桥本爱/芦田爱菜/三吉彩花/藤原薰/井之胁海/清水尚弥/高桥努/一井直树/能年玲奈/新井浩文/野本萤,获取失败,"$45,203,103","$45,203,103",tt1590089
17,蝙蝠侠：黑暗骑士崛起 The Dark Knight Rises,The Dark Knight Rises,8.8,2012,165分钟,506250,克里斯托弗·诺兰,大卫·S·高耶/乔纳森·诺兰/克里斯托弗·诺兰,剧情/动作/科幻/惊悚/犯罪,克里斯蒂安·贝尔/汤姆·哈迪/安妮·海瑟薇/约瑟夫·高登-莱维特/玛丽昂·歌迪亚/加里·奥德曼/迈克尔·凯恩/摩根·弗里曼/朱诺·坦普尔/乔什·平茨/丹尼尔·逊亚塔/内斯特·卡博内尔/伯恩·戈曼/连姆·尼森/乔伊·金/艾丹·吉伦/基里安·墨菲/乔什·斯图沃特/马修·莫迪恩/本·门德尔森,"$448,139,099","$632,902,188","$1,081,041,287",tt1345836
18,倩女幽魂,A Chinese Ghost Story,8.7,1987,98分钟(香港),508865,程小东,阮继志,爱情/奇幻/武侠/古装,张国荣/王祖贤/午马/刘兆铭/林威/薛芷伦/胡大为/王晶,获取失败,获取失败,获取失败,tt0093978
19,大鱼 Big Fish,Big Fish,8.8,2003,125 分钟,418205,蒂姆·波顿,Daniel Wallace/约翰·奥古斯特,剧情/家庭/奇幻/冒险,伊万·麦克格雷格/阿尔伯特·芬尼/比利·克鲁德普/杰西卡·兰格/海伦娜·伯翰·卡特/艾莉森·洛曼/罗伯特·吉尔劳姆/玛丽昂·歌迪亚/马修·麦克格罗里/大卫·丹曼/米西·派勒/卢顿·万恩怀特三世/艾达·泰/艾伦妮·泰/史蒂夫·布西密/丹尼·德维托/迪普·罗伊/海利·安妮·内尔森,"$66,809,693","$56,408,731","$123,218,424",tt0319061
20,阳光姐妹淘 써니,Sunny,8.8,2011,124分钟,453712,姜炯哲,姜炯哲/李炳宪,剧情/喜剧,沈恩京/闵孝琳/姜素拉/南宝拉/陈熙琼/金时厚/柳好贞/朴真珠/金甫美/千禹熙/李璟荣,获取失败,"$51,116,421","$51,116,421",tt1937339
21,射雕英雄传之东成西就 射鵰英雄傳之東成西就,The Eagle Shooting Heroes,8.7,1993,113分钟(香港),465034,刘镇伟,刘镇伟,喜剧/奇幻/武侠/古装,梁朝伟/林青霞/张国荣/叶玉卿/张学友/王祖贤/张曼玉/梁家辉/刘嘉玲/钟镇涛/鲍起静,获取失败,"$308,713","$308,713",tt0108074
22,甜蜜蜜,"Comrades, Almost a Love Story",8.8,1996,118分钟(中国大陆),368538,陈可辛,岸西,剧情/爱情,黎明/张曼玉/杨恭如/曾志伟/杜可风/张同祖/诸慧荷/丁羽,"$17,676",获取失败,"$17,676",tt0117905
23,萤火之森 蛍火の杜へ,To the Forest of Firefly Lights,8.9,2011,45分钟,348153,大森贵弘,绿川幸,剧情/爱情/动画/奇幻,佐仓绫音/内山昂辉/辻亲八/山本兼平/后藤弘树/今井麻美,获取失败,获取失败,获取失败,tt2061702
24,驯龙高手 How to Train Your Dragon,How to Train Your Dragon,8.7,2010,98分钟,540852,迪恩·德布洛斯/克里斯·桑德斯,威廉姆·戴维斯/迪恩·德布洛斯/克里斯·桑德斯/葛蕾熙达·柯维尔,动画/奇幻/冒险,杰伊·巴鲁切尔/杰拉德·巴特勒/克雷格·费格森/亚美莉卡·费雷拉/乔纳·希尔/克里斯托夫·梅兹-普莱瑟/T·J·米勒/克里斯汀·韦格/罗宾·阿特金·唐斯/菲利普·麦格雷德/基隆·埃利奥特/阿什利·詹森/大卫·田纳特,"$217,581,231","$277,297,528","$494,878,759",tt0892769
0,无人知晓 誰も知らない,Nobody Knows,9.1,2004,141分钟,190046,是枝裕和,是枝裕和,剧情,柳乐优弥/北浦爱/木村飞影/清水萌萌子/韩英惠/江原由希子/串田和美/冈元夕纪子/楯隆子/加濑亮/村野友希/田中庆太/木村佑一/远藤宪一/寺岛进/平泉成,"$684,118","$1,603,975","$2,288,093",tt0408664
1,超能陆战队 Big Hero 6,Big Hero 6,8.7,2014,102分钟,699856,唐·霍尔/克里斯·威廉姆斯,乔丹·罗伯茨/丹尼尔·吉尔森/罗伯特·L·贝尔德,喜剧/动作/科幻/动画/冒险,斯科特·安第斯/瑞恩·波特/丹尼尔·海尼/T·J·米勒/杰米·钟/小达蒙·韦恩斯/珍尼希斯·罗德里格兹/詹姆斯·克伦威尔/艾伦·图代克/玛娅·鲁道夫/亚布拉哈姆·本鲁比/凯蒂·洛斯/比利·布什/丹尼尔·吉尔森/保罗·布里格斯,"$222,527,828","$435,300,000","$657,827,828",tt2245084
2,幸福终点站 The Terminal,The Terminal,8.8,2004,128分钟,383832,史蒂文·斯皮尔伯格,安德鲁·尼科尔/萨沙·杰瓦西 /杰夫·内桑森,剧情/喜剧/爱情,汤姆·汉克斯/凯瑟琳·泽塔-琼斯/斯坦利·图齐/齐·麦克布赖德/迭戈·卢纳/巴里·沙巴卡·亨利/库玛·帕拉纳/佐伊·索尔达娜/埃迪·琼斯/祖德·塞克利拉/科瑞·雷诺兹/古列雷莫·迪亚兹/里尼·贝尔/瓦列里·尼古拉耶夫/迈克尔·诺里/Bob Morrisey/萨沙·斯皮尔伯格/苏珊·索洛米/卡尔利斯·布克/Stephon Fuller/丹·芬纳蒂/Lydia Blanco/肯尼斯·崔/卡斯·安瓦尔/康拉德·皮拉/杜桑恩·杜基齐/马克·伊瓦涅/Benny Golson/斯科特·安第斯/罗伯特·科瓦吕比亚/Dilva Henry/卡尔艾拉切/Hayati Akbas/艾力克斯·伯恩斯/埃莱娜·卡多纳/Dan Chase/查得·R·戴维斯/Antonella Elia/Michael Eliopoulos/Marston Fobbs/Riad Galayini/杰拉德·加纳/Justin Rodgers Hall/Mohammed Hassan/Amber Havens/Ksenia Jarova/Barry Julien/Svilena Kidess/Zuzana Monroe/艾丽西亚·奥奇瑟/本杰明·奥切恩格,"$77,872,883","$141,227,201","$219,100,084",tt0362227
3,借东西的小人阿莉埃蒂 借りぐらしのアリエッティ,The Secret World of Arrietty,8.8,2010,94分钟,382240,米林宏昌,宫崎骏/丹羽圭子/玛丽·诺顿,动画/奇幻/冒险,志田未来/神木隆之介/树木希林/三浦友和/大竹忍/竹下景子/藤原龙也,"$19,587,032","$129,597,531","$149,184,563",tt1568921
4,菊次郎的夏天 菊次郎の夏,Kikujiro,8.8,1999,121分钟,361557,北野武,北野武,剧情/喜剧,北野武/关口雄介/岸本加世子/吉行和子/细川典江/大家由祐子/磨赤儿/グレート義太夫/井手博士/今村鼠/兼子二郎/田中要次/小岛可奈子,"$200,920","$260,339","$461,259",tt0199683
5,爱在日落黄昏时 Before Sunset,Before Sunset,8.8,2004,80 分钟,356159,理查德·林克莱特,理查德·林克莱特/朱莉·德尔佩/伊桑·霍克/金·克里桑,剧情/爱情,伊桑·霍克/朱莉·德尔佩/弗农·多布切夫/路易丝·勒莫瓦纳·托雷斯/罗多尔·保利/玛丽安·普莱施泰格/Diabolo/丹尼·弗拉/艾伯特·德尔佩/玛丽·佩里,"$5,820,649","$10,115,858","$15,936,507",tt0381681
6,恐怖直播 더 테러 라이브,The Terror Live,8.8,2013,97分钟,445057,金秉祐,金秉祐,剧情/悬疑/犯罪,河正宇/李璟荣/全慧珍/李大卫,获取失败,"$35,659,824","$35,659,824",tt2990738
7,完美的世界 A Perfect World,A Perfect World,9.1,1993,138分钟,177700,克林特·伊斯特伍德,约翰·李·汉考克,剧情/犯罪,凯文·科斯特纳/劳拉·邓恩/克林特·伊斯特伍德/T·J·劳瑟/基斯·斯扎拉巴基克,"$31,130,999","$104,000,000","$135,130,999",tt0107808
8,神偷奶爸 Despicable Me,Despicable Me,8.6,2010,95分钟,698678,皮埃尔·柯芬/克里斯·雷纳德,肯·道里欧/塞尔希奥·巴勃罗斯/辛科·保罗,喜剧/动画/冒险,史蒂夫·卡瑞尔/杰森·席格尔/拉塞尔·布兰德/朱莉·安德鲁斯/威尔·阿奈特/克里斯汀·韦格/米兰达·卡斯格拉夫/达纳·盖尔/艾尔西·费舍尔/皮埃尔·柯芬/克里斯·雷纳德/杰梅奈·克莱门特/杰克·麦克布瑞尔/丹尼·麦克布莱德/敏迪·卡灵/罗布·许贝尔/肯·道里欧/郑肯,"$251,513,985","$291,600,000","$543,113,985",tt1323594
9,"怪兽电力公司 Monsters, Inc.","Monsters, Inc.",8.7,2001,92 分钟,455900,彼特·道格特/大卫·斯沃曼/李·昂克里奇,安德鲁·斯坦顿/丹尼尔·吉尔森/罗伯特·L·贝尔德/瑞特·里斯/乔纳森·罗伯特 /彼特·道格特/杰夫·皮金/吉尔·卡尔顿/拉夫·埃格尔斯顿,喜剧/动画/儿童/奇幻/冒险,约翰·古德曼/比利·克里斯托/玛丽·吉布斯/史蒂夫·布西密/詹姆斯·柯本/詹妮弗·提莉/鲍勃·彼德森/约翰·拉岑贝格/弗兰克·奥兹/丹尼尔·吉尔森/邦尼·亨特/杰克·安杰尔/塞缪尔·洛德·布莱克/史蒂夫·萨斯坎德,"$289,916,256","$342,400,393","$632,316,649",tt0198781
10,玩具总动员3 Toy Story 3,Toy Story 3,8.8,2010,103分钟,353794,李·昂克里奇,迈克尔·阿恩特/约翰·拉塞特/安德鲁·斯坦顿/李·昂克里奇,喜剧/动画/奇幻/冒险,汤姆·汉克斯/蒂姆·艾伦/琼·库萨克/尼德·巴蒂/唐·里克斯/迈克尔·基顿,"$415,004,880","$651,964,823","$1,066,969,703",tt0435761
